Gene,Entrez,Fold change
USF2,7392,0.8424937
AKIRIN2,55122,0.8425431
ZBTB8A,653121,0.8426225
PGM3,5238,0.8426476
STX1A,6804,0.8432225
NIPSNAP1,8508,0.8433266
ING2,3622,0.8434123
E2F5,1875,0.8442008
CEP78,84131,0.8442435
MPLKIP,136647,0.8445513
BRE,9577,0.8448519
ZIK1,284307,0.845364
AHCTF1,25909,0.845473
MAPK14,1432,0.8456707
RAVER1,125950,0.8458559
PLCG2,5336,0.8459488
ZC3H12D,340152,0.8460635
PHTF1,10745,0.8463473
SCNM1,79005,0.8472024
ELMO1,9844,0.8473943
OTUD6B,51633,0.8474348
BTN3A1,11119,0.8494514
APH1A,51107,0.8497858
DCAF4,26094,0.8499744
C7orf49,78996,0.8502761
NARS2,79731,0.8504114
PPP2R5A,5525,0.8508215
BRD4,23476,0.8509993
EXOSC3,51010,0.8510407
MORC2,22880,0.8511396
PPIC,5480,0.8517445
RANBP6,26953,0.8518655
PHB,5245,0.8522882
WDR53,348793,0.8531454
TRAP1,10131,0.8532568
SAP130,79595,0.853392
PRPF4B,8899,0.8536147
NDUFV2,4729,0.8537454
POLR2B,5431,0.8540253
SARNP,84324,0.8542801
NAV1,89796,0.8546616
SF3B3,23450,0.8549351
RNF114,55905,0.8551518
RIF1,55183,0.8559869
INA,9118,0.8567433
ITM2C,81618,0.8571098
ERI1,90459,0.8573818
CNPY2,10330,0.8574111
LINC00691,152024,0.857634
HCP5,10866,0.8581561
RAB33A,9363,0.8581647
YIPF6,286451,0.85858
GNPTAB,79158,0.8589516
SUB1,10923,0.8592589
BZW1,9689,0.8594248
CYTH1,9267,0.859975
LAP3,51056,0.8605142
COX4I1,1327,0.8609131
CYP20A1,57404,0.8613834
PSAP,5660,0.8614239
DEGS1,8560,0.8616262
COL5A1,1289,0.8622688
RAB1A,5861,0.8623481
SFPQ,6421,0.8625275
ARL1,400,0.8629106
FAM76B,143684,0.8631652
SH3GLB1,51100,0.8635081
ELF3,1999,0.8640356
THAP7,80764,0.8641651
MRPS16,51021,0.8644921
ASAH2,56624,0.864655
MOCOS,55034,0.864786
ARL8B,55207,0.8651441
ZMYM5,9205,0.8654129
UQCRB,7381,0.8657264
C14orf166,51637,0.8658544
OSBPL11,114885,0.8667854
DAD1,1603,0.8670948
OTULIN,90268,0.8674399
USP49,25862,0.8677424
SLCO5A1,81796,0.8677527
CD74,972,0.8678547
BABAM1,29086,0.8688219
ITFG3,83986,0.870122
SLC7A6,9057,0.8702544
SLC36A1,206358,0.8705126
C14orf1,11161,0.8711999
CDH15,1013,0.8715722
HMGN1,3150,0.8720826
HIST1H3J,8356,0.8725257
DMRTC2,63946,0.8725517
KIAA0195,9772,0.8725771
ALKBH7,84266,0.874531
SNORA76C,677842,0.8747775
SNTG2,54221,0.8752002
GMCL1,64395,0.8752803
ATP11C,286410,0.875318
MRTO4,51154,0.8754306
HSF2,3298,0.8754844
LGR5,8549,0.875578
SLC6A8,6535,0.8756291
DIRAS1,148252,0.8759038
UQCR11,10975,0.8759968
GSPT1,2935,0.8762179
CARD16,114769,0.8764681
PMEL,6490,0.8765433
TUBA4A,7277,0.8767982
RNF34,80196,0.8768888
SERPINB4,6318,0.8772265
PTMA,5757,0.8773252
SMCO3,440087,0.8773737
ITGB1,3688,0.8773869
GCNT3,9245,0.8775796
SETD8,387893,0.87771
ATP13A1,57130,0.8783363
TLE1,7088,0.8785363
LMAN1,3998,0.878929
ADI1,55256,0.8790179
TOPBP1,11073,0.8791953
LAX1,54900,0.879393
AKNAD1,254268,0.8794284
TMTC3,160418,0.8795775
SNRPD3,6634,0.880338
ARMC8,25852,0.880616
FANCC,2176,0.8806943
EDC3,80153,0.8807891
PTH2R,5746,0.8808606
WNK1,65125,0.8811247
EIF3M,10480,0.881243
EIF3K,27335,0.8815604
MAPK6,5597,0.8815657
PLCXD1,55344,0.8828973
MRPS22,56945,0.8829847
SLC6A11,6538,0.8830214
DDA1,79016,0.8837526
UBE2F,140739,0.8839322
FAM220A,84792,0.8840721
EDEM2,55741,0.8844115
GPR37,2861,0.8844699
TAF12,6883,0.8846043
CRKL,1399,0.8846427
RBM12B-AS1,55472,0.8846481
WDR83OS,51398,0.8852667
PRPS2,5634,0.8854936
GANAB,23193,0.8855077
SNRNP27,11017,0.885566
TMEM97,27346,0.8855667
ACOT7,11332,0.8856281
CEP152,22995,0.8859833
UBE2E2,7325,0.886579
CMIP,80790,0.8870753
SEC14L1,6397,0.8875075
KCTD7,154881,0.887956
ABL1,25,0.8884308
TBC1D1,23216,0.8884359
NAPEPLD,222236,0.8887486
HNRNPL,3191,0.8888465
NIPA2,81614,0.8890015
YWHAQ,10971,0.8890108
ITGB2,3689,0.8891621
SMARCA4,6597,0.8894552
HIST1H2AC,8334,0.8895648
FCGR2A,2212,0.8899237
DNMT3B,1789,0.8906773
YWHAB,7529,0.8908803
FAM107B,83641,0.8916912
HIST1H4E,8367,0.8917775
CBFB,865,0.8918362
POFUT1,23509,0.8918754
ARF6,382,0.8920957
ARF1,375,0.8923168
BTN2A2,10385,0.892486
GOLGA2P10,80154,0.8931408
GORASP2,26003,0.8931895
PTBP1,5725,0.8936363
MED22,6837,0.8940857
SET,6418,0.8949155
SPPL3,121665,0.895575
ZYX,7791,0.896661
MTSS1,9788,0.896783
ACN9,57001,0.8970575
STIM1,6786,0.8972768
RABGEF1,27342,0.897452
SLC12A8,84561,0.8976014
TDRKH,11022,0.8982219
NENF,29937,0.8985244
PTBP3,9991,0.8991342
NME2P1,283458,0.8992202
UBE2I,7329,0.8995815
SAPCD2,89958,0.8997323
ASRGL1,80150,0.8997415
NUP50,10762,0.8998159
SAT1,6303,0.9004651
SEPHS2,22928,0.9009099
NDUFS1,4719,0.9009784
GNPAT,8443,0.9024943
EI24,9538,0.902902
C6orf106,64771,0.9029796
U2AF1,7307,0.904248
CUL4A,8451,0.9042871
USF1,7391,0.904328
SYK,6850,0.9049745
CENPO,79172,0.9052699
DLG3,1741,0.906016
CKLF,51192,0.9062723
GSK3B,2932,0.9063051
NAT10,55226,0.9072198
LDLRAD1,388633,0.9074715
BAG5,9529,0.908185
TBCA,6902,0.9085519
LHX9,56956,0.9086022
NACC1,112939,0.9093825
GID8,54994,0.9095184
ITPK1,3705,0.9096981
BAZ1B,9031,0.9099183
PSMC3,5702,0.909976
THAP10,56906,0.9100026
ALG14,199857,0.9107498
C1GALT1,56913,0.9122072
BAZ1A,11177,0.913032
LSM14A,26065,0.9135671
PHB2,11331,0.9140859
SCML2,10389,0.9141304
CCDC87,55231,0.9144027
AGPAT3,56894,0.9144302
BPTF,2186,0.9150977
VPS29,51699,0.9151023
SMCO2,341346,0.9153461
ADAR,103,0.9153567
FRYL,285527,0.9161676
SF3B5,83443,0.9169888
TMEM179B,374395,0.917083
CCT8,10694,0.9177787
SLC19A3,80704,0.9179629
ASF1A,25842,0.9185858
STAG1,10274,0.9187592
MAP2K1,5604,0.918918
PACS2,23241,0.9190776
PLEKHJ1,55111,0.9204524
WDR4,10785,0.9207192
RARS2,57038,0.9210016
TUFT1,7286,0.9212627
UBE2Z,65264,0.9213569
SS18L1,26039,0.9214721
SNRPA,6626,0.9215774
RBM12B,389677,0.9219848
LYPLA1,10434,0.9223766
NAA11,84779,0.9227999
IFNAR1,3454,0.9229636
ZYG11B,79699,0.9231325
PNLDC1,154197,0.9239359
ACAT2,39,0.9243709
UAP1,6675,0.9251332
EFHC2,80258,0.925454
HSPA5,3309,0.9256362
GTF3A,2971,0.9263155
C10orf2,56652,0.9264983
EDDM3A,10876,0.9265429
POLR2L,5441,0.9266133
PDIA3,2923,0.9269253
WDR43,23160,0.9270825
ZNF623,9831,0.9272947
C6orf203,51250,0.9275032
PAK2,5062,0.9276467
MYBL2,4605,0.9276499
TOMM6,100188893,0.9277018
RGPD1,400966,0.9278723
FAM213A,84293,0.9282793
ABCC5,10057,0.9283268
SLC7A1,6541,0.9288773
CCDC171,203238,0.9290497
ANKRD45,339416,0.9291798
ABCB10,23456,0.9301557
SMC1A,8243,0.9306374
ATIC,471,0.9320986
FAM189B,10712,0.9325428
DGKG,1608,0.9329835
UMPS,7372,0.9338833
LGALSL,29094,0.9339736
ACBD6,84320,0.934294
EXOC5,10640,0.9349051
ABCA1,19,0.9349501
PCMT1,5110,0.9350181
MCF2L2,23101,0.9350936
CLPB,81570,0.9352426
PFN2,5217,0.9353259
ATP5C1,509,0.9356833
ANKRD36BP1,84832,0.9357046
PPDPF,79144,0.9357926
NRF1,4899,0.9360794
MPZL1,9019,0.9362487
SLC36A4,120103,0.9363667
KIAA0391,9692,0.93638
GUCY1B3,2983,0.936817
ILF3,3609,0.9368762
PLEKHB2,55041,0.9369724
MORC2-AS1,150291,0.9370652
ZFP69B,65243,0.9371852
CAPZB,832,0.9372462
C6orf48,50854,0.9379904
VPS26B,112936,0.9383989
EMC10,284361,0.9388269
GNA12,2768,0.939141
FIP1L1,81608,0.9392046
C6orf136,221545,0.9408069
UBA52,7311,0.9413022
ASPSCR1,79058,0.9413114
PRPF18,8559,0.9413631
PSMC6,5706,0.9415102
HNRNPU,3192,0.9421618
IVNS1ABP,10625,0.9428123
GOLGA7,51125,0.9429446
MPP4,58538,0.9430911
UBA3,9039,0.9432767
CCDC67,159989,0.9435523
ACTG1,71,0.9435904
HIST3H3,8290,0.9437524
SUZ12,23512,0.9454157
FBXO22,26263,0.9457354
SLC6A15,55117,0.9460516
RDX,5962,0.9465722
IL13,3596,0.9468836
SLC30A1,7779,0.9471927
OPA1,4976,0.9472451
ASPHD2,57168,0.9473403
IL6,3569,0.9480762
KIF1A,547,0.9485977
FAM3C,10447,0.9487065
PTDSS1,9791,0.9489582
UBE2NL,389898,0.9498737
PSMA8,143471,0.9500673
BLOC1S5-TXNDC5///TXNDC5,100526836,0.9501723
BPI,671,0.9506852
FAM76A,199870,0.9509512
ATP2C1,27032,0.9511229
H2AFJ,55766,0.9515411
HAVCR2,84868,0.9515488
TBL1XR1,79718,0.9516765
UBE2Q2,92912,0.9521749
WBP11,51729,0.9525695
ATP6V0C,527,0.9526128
PNPLA8,50640,0.9530544
CD1E,913,0.9537866
ANKS6,203286,0.954072
KBTBD12,166348,0.9542382
CCT4,10575,0.9544523
STOML2,30968,0.9545301
ZNF347,84671,0.9546804
KIAA1257,57501,0.9549405
GJA5,2702,0.9549446
SETD3,84193,0.9555556
UXS1,80146,0.9560415
DPYS,1807,0.956402
KCTD5,54442,0.9565207
FXYD3,5349,0.9565277
TBPL1,9519,0.9566138
MYO5B,4645,0.9566329
MCL1,4170,0.9567903
PITPNB,23760,0.9569047
MRPS24,64951,0.9569768
LOC389705,389705,0.9570287
MAP3K15,389840,0.9585183
GTF2E2,2961,0.9585765
DPF3,8110,0.9587883
PEPD,5184,0.9589984
C17orf89,284184,0.9596832
CCDC86,79080,0.9597268
TSR2,90121,0.9597366
NOP56,10528,0.9597761
TAF1A,9015,0.9600773
SUMO2,6613,0.9601604
BPGM,669,0.9601768
RAB2A,5862,0.9611374
TPGS2,25941,0.9615701
SLC15A1,6564,0.9615995
TAGAP,117289,0.9618899
UQCR10,29796,0.962154
THBS1,7057,0.9633561
RBM17,84991,0.963683
GTF2E1,2960,0.9638637
SLC35E1,79939,0.9663626
USP39,10713,0.9686671
QRSL1,55278,0.9689029
TNFAIP8,25816,0.9690478
FOXD1,2297,0.9695886
DHX57,90957,0.9699004
DYNLL2,140735,0.9705789
USP37,57695,0.9708454
TDG,6996,0.9709069
L3MBTL3,84456,0.9722614
GAS2L3,283431,0.9742108
GAREML,150946,0.9743457
TCP11L1,55346,0.9744065
DHX9,1660,0.9748971
POC1A,25886,0.9749885
POLH,5429,0.9755671
RIT1,6016,0.9758868
KMT2B,9757,0.9759191
THOC5,8563,0.9763676
FBF1,85302,0.9764015
LINC01003,100128822,0.9764727
TSPAN33,340348,0.9766721
CASP3,836,0.9766946
GALNT11,63917,0.9776589
PPIAP30,100192204,0.9779767
MTCP1,4515,0.9781318
AK2,204,0.9788151
AP5S1,55317,0.9789209
ELL3,80237,0.9792988
TAGLN2,8407,0.9794813
NXN,64359,0.9802773
ADIPOR1,51094,0.9805211
HIVEP1,3096,0.9821892
STRA8,346673,0.9825408
POLE3,54107,0.9827821
ERGIC3,51614,0.982898
F8A1,8263,0.984035
CIAPIN1,57019,0.9851652
TTC7B,145567,0.9853793
ITGB3BP,23421,0.9855566
ZNF121,7675,0.9855574
XCL1,6375,0.985653
FAM3A,60343,0.9857474
TXNRD3,114112,0.9869828
RSU1,6251,0.9870593
ARHGAP17,55114,0.9870778
GPBP1L1,60313,0.9878471
SFN,2810,0.9878646
CXorf56,63932,0.9882458
ZNF670,93474,0.9887883
RQCD1,9125,0.9889603
TROVE2,6738,0.989188
ZNF672,79894,0.989226
CCK,885,0.9893363
RRN3,54700,0.9893569
NF2,4771,0.9896299
EMC3,55831,0.9903052
TXNDC11,51061,0.990774
MRPL55,128308,0.9909753
AGFG1,3267,0.9914051
LGALS3BP,3959,0.9916397
DDOST,1650,0.9921465
CFAP20,29105,0.9922338
IGFLR1,79713,0.9924104
LMCD1,29995,0.9926722
KRT8,3856,0.9927071
FLJ31715,152048,0.99274
FBXO42,54455,0.9928315
XPNPEP1,7511,0.9933058
TICRR,90381,0.9934552
FAM83B,222584,0.9937569
HAT1,8520,0.99432
UHMK1,127933,0.9944443
ZMYND8,23613,0.9946771
SSR2,6746,0.9952279
ERC1,23085,0.9952288
PPIA,5478,0.996154
SMOC1,64093,0.9968296
C6orf52,347744,0.9973665
VMP1,81671,0.9973669
GTF3C4,9329,0.9984462
PIK3AP1,118788,0.9993783
C2orf69,205327,0.9996619
C20orf196,149840,1.0003985
CNOT2,4848,1.0010123
SNRPD2,6633,1.0012781
API5,8539,1.0014893
PCYT1A,5130,1.0016221
SEC61B,10952,1.0016856
TJP2,9414,1.0020339
RRAGC,64121,1.0025996
RPS16,6217,1.0031613
PXDN,7837,1.0039164
TMEM208,29100,1.0043149
RNASEH1,246243,1.0043375
PREP,5550,1.005157
C11orf24,53838,1.0054289
C12orf56,115749,1.0059081
PIK3CB,5291,1.0061001
FAM91A1,157769,1.0061062
NELL2,4753,1.0063011
IFNG,3458,1.0063617
FHDC1,85462,1.0063644
ZNF124,7678,1.0066517
APOBEC3B,9582,1.0067324
SERF1B,728492,1.0072598
NMD3,51068,1.0073607
HAND2-AS1,79804,1.0084018
SNRPF,6636,1.0084259
KCTD10,83892,1.0091359
CYP2R1,120227,1.0092123
HLA-A,3105,1.0096232
PPP1CC,5501,1.0096949
YIF1A,10897,1.009765
METTL13,51603,1.0105954
MLF2,8079,1.0106717
TPT1-AS1,100190939,1.0106901
DLD,1738,1.010873
DCAF7,10238,1.0111645
FAM60A,58516,1.0112768
YOD1,55432,1.0116566
USP13,8975,1.0117375
TRMT6,51605,1.0119988
ZDHHC20,253832,1.0121874
PSMB7,5695,1.012285
MYL12A,10627,1.0126752
MAP1LC3B,81631,1.0138247
MRPS11,64963,1.0142451
CSNK1G2,1455,1.0150023
BAIAP2,10458,1.0153308
ATAD5,79915,1.0159899
GINS4,84296,1.015996
ZNF639,51193,1.0160203
CLTC,1213,1.0164383
APIP,51074,1.0174472
FBLN2,2199,1.0179494
MAMLD1,10046,1.0182647
IFIT5,24138,1.0183263
SPAST,6683,1.0185732
ZFAND5,7763,1.0188847
NUP160,23279,1.0191169
CCL20,6364,1.0194902
GSKIP,51527,1.0196897
WWTR1,25937,1.0196917
LOC100419583,100419583,1.0200635
POLE2,5427,1.0200836
CIAO1,9391,1.0207974
PPME1,51400,1.0208431
FNDC3B,64778,1.0210226
MYO10,4651,1.0211358
F12,2161,1.0211922
ANKS1A,23294,1.0217435
AURKAIP1,54998,1.0223331
BANP,54971,1.0231624
SKIL,6498,1.0239802
EED,8726,1.024492
SSR1,6745,1.0249242
CHMP1B,57132,1.0257624
LSM1,27257,1.0262765
FGB,2244,1.0265068
CDT1,81620,1.0265276
HLA-C,3107,1.0274517
TMEM39A,55254,1.0278605
ESPL1,9700,1.0286838
G2E3,55632,1.0290685
MFSD6,54842,1.0297593
POLR1A,25885,1.0300954
STRAP,11171,1.0303987
STK38,11329,1.0312131
TSFM,10102,1.0319952
PUS3,83480,1.0319985
NABP1,64859,1.032714
CISD1,55847,1.0330413
SDCBP,6386,1.0332307
PDCL,5082,1.0333154
FAM221A,340277,1.0334162
ADA,100,1.0337031
RNF181,51255,1.0337369
PSMB1,5689,1.0347144
CAPN1,823,1.0347327
UBA1,7317,1.0351685
FAM32A,26017,1.035567
RRS1,23212,1.0360469
MESDC2,23184,1.0362313
NKIRAS2,28511,1.0374726
MC1R,4157,1.0375821
SOD1,6647,1.0376703
DEPDC5,9681,1.0383558
APOA1BP,128240,1.038745
CACUL1,143384,1.0388085
SDE2,163859,1.0394253
USP36,57602,1.0394294
ST3GAL1,6482,1.0395363
NDUFS3,4722,1.0396545
TRIM11,81559,1.0407309
GYG1,2992,1.0411124
PEX14,5195,1.0413114
PLXNB3,5365,1.0414552
SORT1,6272,1.0415189
MYO1E,4643,1.0418137
HK2,3099,1.0418692
SIVA1,10572,1.0420417
ARFGAP3,26286,1.0421842
FOXM1,2305,1.0422588
S100A1,6271,1.0422689
NDUFS6,4726,1.0427468
VPS8,23355,1.0434279
PPP1R2,5504,1.0440031
PIAS2,9063,1.0447321
B4GALT2,8704,1.0450364
NDUFB7,4713,1.0461179
PTPRK,5796,1.046538
SERTAD2,9792,1.0466959
ZNF275,10838,1.0471219
C8orf33,65265,1.0475514
MED14,9282,1.0480213
CENPH,64946,1.0482846
ZNF165,7718,1.0491456
GOLPH3,64083,1.0493147
HNRNPA3,220988,1.0494848
HSPB1,3315,1.0499882
XRCC6,2547,1.0517991
ITCH,83737,1.0520297
STK24,8428,1.052619
PSMA2,5683,1.0529781
WDR3,10885,1.0530821
MRPS14,63931,1.0533982
INPP5K,51763,1.0536536
THRAP3,9967,1.0544203
THOC3,84321,1.0559526
KDM2A,22992,1.0563375
ABHD6,57406,1.0565645
UCHL3,7347,1.056886
CYSLTR2,57105,1.0568887
LOC100287221,100287221,1.0570132
SLC37A3,84255,1.0570826
HLA-B,3106,1.0571503
B3GALNT1,8706,1.0572677
CHCHD4,131474,1.0575694
POLR2G,5436,1.0582182
SLC20A1,6574,1.0582232
PRKAG2,51422,1.0589191
STAMBP,10617,1.0592349
TONSL,4796,1.0594149
GPR56,9289,1.0594235
RELB,5971,1.0596235
CD3EAP,10849,1.0600908
IMMT,10989,1.0605071
PITHD1,57095,1.0616289
ATL3,25923,1.0617846
MRPL28,10573,1.0617885
SERPINB1,1992,1.0624224
RAB23,51715,1.0627703
CAND1,55832,1.0631872
PARP12,64761,1.0634089
MRPL20,55052,1.0645791
MECOM,2122,1.0651335
PRPS1L1,221823,1.0679163
FAM208B,54906,1.0681396
SNAP47,116841,1.068279
OTX1,5013,1.0685808
HS2ST1,9653,1.0686957
PCAT6///MGAT4EP,100506696,1.0691924
EGLN1,54583,1.0694041
TMC7,79905,1.0696565
TM7SF3,51768,1.0696918
ST6GALNAC3,256435,1.0702468
LINC01351,101929120,1.0706911
RNF166,115992,1.0717625
RTN3,10313,1.071885
RFWD2,64326,1.0722465
RALBP1,10928,1.072464
DMC1,11144,1.0732942
MSMO1,6307,1.0740772
PIGW,284098,1.0743339
POLR2J4,84820,1.0744316
KIAA1549L,25758,1.0746892
MAGT1,84061,1.0748609
C1GALT1C1,29071,1.0759212
PYCRL,65263,1.0765961
PRKCI,5584,1.0784307
BFAR,51283,1.0787189
RTCA,8634,1.0789849
SLC25A22,79751,1.0790815
CORO2A,7464,1.0790919
SRPRB,58477,1.0791879
ENOPH1,58478,1.0794904
PPP1R10,5514,1.0798127
ABHD12,26090,1.0803829
HN1L,90861,1.0806696
SNX27,81609,1.0807148
GDI2,2665,1.0811646
DLEU1,10301,1.0812332
NDUFA1,4694,1.081598
MFAP2,4237,1.0819509
IRAK1,3654,1.0830514
HIF1A-AS2///HIF1A,100750247,1.0830796
ACOT9,23597,1.0833756
KCNN3,3782,1.0836233
GSTA2,2939,1.0839962
ACLY,47,1.0841143
SLC43A3,29015,1.0850513
IARS,3376,1.0852856
LSM3,27258,1.0862126
KHDRBS1,10657,1.0862854
MRPL57,78988,1.0866253
ZDHHC13,54503,1.0878872
DKC1,1736,1.0890074
KDM1B,221656,1.0893781
PSMB4,5692,1.0895685
ZNF710,374655,1.0897178
CENPQ,55166,1.0901469
ZDHHC4,55146,1.0901828
SREBF2,6721,1.0902086
TMEM54,113452,1.0903642
BANF1,8815,1.0904808
LINC00944,387895,1.0907622
PRR14,78994,1.0908379
TOMM40L,84134,1.0912728
NUP153,9972,1.0916135
TUBG1,7283,1.0916799
CYB5R3,1727,1.091842
SLC7A6OS,84138,1.0921558
STRN3,29966,1.0924307
TNFRSF11B,4982,1.093386
STK3,6788,1.0939032
KBTBD4,55709,1.0940553
CDKL5,6792,1.0941215
MAD2L2,10459,1.0942503
TANC2,26115,1.094254
TUBA3C,7278,1.0946202
KNOP1,400506,1.0962876
ITPKC,80271,1.0963116
CD70,970,1.096538
UBE2N,7334,1.0965791
ARHGAP22,58504,1.0967668
LARP1B,55132,1.0975153
MECP2,4204,1.0977137
WNT2,7472,1.0980899
HIST1H3A,8350,1.0983842
H3F3A,3020,1.0984545
UBIAD1,29914,1.0987904
DYNLT1,6993,1.0990572
FAM188B,84182,1.0995058
LLPH-AS1///LLPH,103625681,1.0995834
PRDX6,9588,1.0999905
AKT1S1,84335,1.1001029
KIRREL3,84623,1.1013899
PIM2,11040,1.1015824
LRWD1,222229,1.1016743
FADD,8772,1.1024512
BMS1,9790,1.1027792
MTF1,4520,1.1036441
PAPD7,11044,1.1039011
ENTPD7,57089,1.1041186
BZW2,28969,1.1049117
RBM48,84060,1.1051032
TEX261,113419,1.1054341
NANS,54187,1.1054939
GAPDH,2597,1.1059819
CLIC4,25932,1.1059944
WDR90,197335,1.1069564
CDH3,1001,1.1074211
PPRC1,23082,1.1076518
SURF4,6836,1.1081697
MRAS,22808,1.1085136
BSCL2,26580,1.1087015
DPM3,54344,1.1094403
MCM8,84515,1.1095434
DIS3,22894,1.1099335
TUBB4B,10383,1.1108257
DIEXF,27042,1.1110418
KCNMB3,27094,1.11146
PHF20L1,51105,1.1114924
YRDC,79693,1.1121436
PCNT,5116,1.1127594
MIAT,440823,1.1128424
C6orf141,135398,1.114704
CREM,1390,1.1148762
PTPRJ,5795,1.1149358
DUSP10,11221,1.1149426
YES1,7525,1.1158092
FXR2,9513,1.1159126
CTCFL,140690,1.1164783
GRAP2,9402,1.1167015
ARHGEF9,23229,1.1169408
SRP9,6726,1.1171528
WNT7B,7477,1.1175797
TRMT10C,54931,1.1176773
CTSS,1520,1.1179118
PKHD1L1,93035,1.1179745
STARD7,56910,1.117982
GRINA,2907,1.1184527
DDX49,54555,1.1187353
ATP2A2,488,1.1193691
C1orf53,388722,1.1198048
PAPD5,64282,1.1202585
TMEM248,55069,1.1203264
TRIM27,5987,1.1203495
ULBP2,80328,1.1204808
CEP128,145508,1.1226213
RAB32,10981,1.1237481
RHOA,387,1.1239478
AMMECR1,9949,1.1240368
LPPR4,9890,1.1246486
AHCY,191,1.1251213
ARL5B,221079,1.1259137
SDHAF1,644096,1.1263058
BRI3,25798,1.1264889
MTERF3,51001,1.1270191
SLC22A9,114571,1.1277254
MRPS21,54460,1.1284767
PSMD7,5713,1.1290028
YEATS4,8089,1.1299468
TXLNG,55787,1.1304061
ARHGAP30,257106,1.1306389
CRELD2,79174,1.1312816
EFCAB10,100130771,1.1318305
SOD2,6648,1.1328919
SMG5,23381,1.1336548
BRMS1,25855,1.1339312
NAPG,8774,1.1341242
SUMO3,6612,1.1342592
PTPN22,26191,1.1348784
TRIM62,55223,1.1349881
PRRC2A,7916,1.1352256
SLC39A1,27173,1.1352848
MEMO1,51072,1.1353721
TRAM1,23471,1.1355699
SPINK2,6691,1.135677
IFITM4P,340198,1.1375269
DDX28,55794,1.1380761
CRISPLD2,83716,1.1393349
LLPH,84298,1.1394318
SELE,6401,1.1398747
C5orf22,55322,1.1400436
HIST1H4D,8360,1.1401906
MITF,4286,1.1404572
DYNLL1,8655,1.1416544
RNF7,9616,1.143375
UBE2L6,9246,1.1444958
LOC644936,644936,1.1446144
BCL2L1,598,1.1451039
EPCAM,4072,1.1453402
CALM1,801,1.145582
PDE7A,5150,1.1460772
EXOSC4,54512,1.1460838
MESDC1,59274,1.1462838
ZBTB41,360023,1.1465627
USB1,79650,1.1467862
NAT8L,339983,1.147024
PTGIR,5739,1.1470977
TIMM8B,26521,1.1473822
XPO5,57510,1.1479735
HAS2,3037,1.1480383
TXNL4B,54957,1.148619
XPO1,7514,1.1491836
RAD23B,5887,1.1495417
SNAI1,6615,1.1509652
RBL1,5933,1.1526186
TRAM2,9697,1.1529073
BTF3L4,91408,1.1535522
IFI27L1,122509,1.1540136
MAP6D1,79929,1.1541433
KCMF1,56888,1.1541906
PGD,5226,1.1547467
UQCRFS1,7386,1.1554449
TMED2,10959,1.1563545
DAP3,7818,1.1564185
UHRF1,29128,1.1572111
LOC153546,153546,1.1578336
OASL,8638,1.1578398
CPNE8,144402,1.1584193
EFHD2,79180,1.1584925
SDF2L1,23753,1.1588194
KCNK1,3775,1.1594209
CELSR3,1951,1.1595177
PXMP2,5827,1.1598214
PGRMC1,10857,1.1602159
PSMA3,5684,1.1606428
CHRM3,1131,1.1609983
HSF2BP,11077,1.1614204
WDR12,55759,1.1636963
CD44,960,1.164491
NSMCE2,286053,1.1658513
FBLN5,10516,1.1660163
FAM53B,9679,1.1662275
UBAP2L,9898,1.1662653
CYTH4,27128,1.1663918
ACOT13,55856,1.1664767
BTC,685,1.1665837
OSTF1,26578,1.1667052
TMEM14B,81853,1.1672949
MEA1,4201,1.1674067
FASLG,356,1.1674712
RP2,6102,1.1675207
TMEM79,84283,1.1676838
RPN1,6184,1.167723
CYB561,1534,1.1681468
VDAC1,7416,1.1681718
TMTC4,84899,1.1682726
BOLA1,51027,1.1687736
RCCD1,91433,1.1692836
CENPJ,55835,1.1697073
FKBP10,60681,1.1698471
IQCG,84223,1.170699
CRTAP,10491,1.1710552
RLIM,51132,1.1711273
ZMYND19,116225,1.1713305
ENTPD1,953,1.1713887
TLN2,83660,1.1714592
CTSB,1508,1.1722753
HSD17B12,51144,1.1724406
CST7,8530,1.17281
PCCB,5096,1.1736035
GNB1L,54584,1.1738072
NEK7,140609,1.1738566
UQCC3,790955,1.1739025
ANXA2P3,305,1.1740208
MEX3C,51320,1.1745235
CRAMP1L,57585,1.1748465
LAMTOR2,28956,1.1751469
NIP7,51388,1.1762779
DMRT2,10655,1.1763055
PPIB,5479,1.1765351
PALB2,79728,1.1797213
SERPINB7,8710,1.1801159
RPP21,79897,1.1804862
UBE2L3,7332,1.1807269
UBE2W,55284,1.1808385
R3HDM1,23518,1.1812951
SLC25A43,203427,1.1814362
HSBP1,3281,1.1828254
ALKBH6,84964,1.1834008
ZNF438,220929,1.1848738
SYTL3,94120,1.1856311
SLC25A17,10478,1.1859111
ODF2,4957,1.186069
POMK,84197,1.1866838
MTAP,4507,1.1867238
PUS1,80324,1.1869013
NDUFA9,4704,1.1874699
CDPF1,150383,1.1875366
CAPZA2,830,1.1880484
PFN1,5216,1.1886544
PDHA1,5160,1.1888942
MRPL50,54534,1.1893122
CSTF1,1477,1.1895324
GNL3L,54552,1.1896041
LRRC16A,55604,1.189635
SMCHD1,23347,1.1900963
HSPA4,3308,1.1902302
NOX4,50507,1.1913517
MSLN,10232,1.191633
CUX1,1523,1.1927448
MRS2,57380,1.1928968
AP1S1,1174,1.1933781
BSG,682,1.1959345
GPX8,493869,1.1961494
PPFIA1,8500,1.1963826
