No.,Gene name,Entrez,Mutated samples,Samples tested,Percentage
15434,STAB2,55576,55,726,7.575757576
15435,STAC,6769,8,726,1.101928375
15436,STAC2,342667,10,726,1.377410468
15437,STAC3,246329,10,726,1.377410468
15438,STAG1,10274,31,726,4.269972452
15439,STAG2,10735,33,750,4.4
15440,STAG3,10734,23,726,3.168044077
15441,STAG3L3,442578,2,717,0.278940028
15442,STAG3L4,64940,2,717,0.278940028
15443,STAM,8027,9,743,1.211305518
15444,STAM2,10254,10,726,1.377410468
15445,STAMBP,10617,8,726,1.101928375
15446,STAMBPL1,57559,22,717,3.068340307
15447,STAP1,26228,6,717,0.836820084
15448,STAP2,55620,7,726,0.964187328
15449,STAR,6770,5,726,0.688705234
15450,STARD10,10809,10,726,1.377410468
15451,STARD13,90627,16,726,2.203856749
15452,STARD3,10948,9,726,1.239669421
15453,STARD3NL,83930,7,726,0.964187328
15454,STARD4,134429,5,726,0.688705234
15455,STARD5,80765,6,726,0.826446281
15456,STARD6,147323,4,726,0.550964187
15457,STARD7,56910,6,717,0.836820084
15458,STARD8,9754,27,717,3.765690377
15459,STARD9,57519,13,717,1.813110181
15460,STAT1,6772,23,743,3.095558546
15461,STAT2,6773,17,726,2.341597796
15462,STAT3,6774,15,936,1.602564103
15463,STAT4,6775,14,743,1.884253028
15464,STAT5A,6776,23,726,3.168044077
15465,STAT5B,6777,27,726,3.719008264
15466,STAT6,6778,26,726,3.581267218
15467,STAU1,6780,15,726,2.066115702
15468,STAU2,27067,22,717,3.068340307
15469,STBD1,8987,2,717,0.278940028
15470,STC1,6781,6,726,0.826446281
15471,STC2,8614,16,726,2.203856749
15472,STEAP1,26872,8,726,1.101928375
15473,STEAP1B,256227,4,717,0.557880056
15474,STEAP2,261729,13,726,1.790633609
15475,STEAP3,55240,11,717,1.534170153
15476,STEAP4,79689,13,726,1.790633609
15477,STH,246744,2,717,0.278940028
15478,STIL,6491,26,726,3.581267218
15479,STIM1,6786,10,726,1.377410468
15480,STIM2,57620,23,726,3.168044077
15481,STIP1,10963,15,726,2.066115702
15482,STK10,6793,27,726,3.719008264
15483,STK11,6794,19,821,2.314250914
15484,STK11IP,114790,15,717,2.092050209
15485,STK16,8576,4,717,0.557880056
15486,STK17A,9263,4,726,0.550964187
15487,STK17B,9262,9,726,1.239669421
15488,STK19,8859,10,717,1.394700139
15489,STK24,8428,12,726,1.652892562
15490,STK25,10494,16,726,2.203856749
15491,STK3,6788,13,726,1.790633609
15492,STK31,56164,25,726,3.443526171
15493,STK32A,202374,7,726,0.964187328
15494,STK32B,55351,18,726,2.479338843
15495,STK32C,282974,14,746,1.876675603
15496,STK33,65975,15,717,2.092050209
15497,STK35,140901,7,726,0.964187328
15498,STK36,27148,21,726,2.892561983
15499,STK38,11329,12,726,1.652892562
15500,STK38L,23012,7,726,0.964187328
15501,STK39,27347,12,717,1.673640167
15502,STK4,6789,16,717,2.231520223
15503,STMN1,3925,6,726,0.826446281
15504,STMN2,11075,2,726,0.275482094
15505,STMN3,50861,7,726,0.964187328
15506,STMN4,81551,11,743,1.480484522
15507,STOM,2040,6,726,0.826446281
15508,STOML1,9399,9,726,1.239669421
15509,STOML2,30968,7,726,0.964187328
15510,STOML3,161003,7,726,0.964187328
15511,STON1,11037,19,726,2.61707989
15512,STON1-GTF2A1L,286749,30,717,4.184100418
15513,STON2,85439,21,726,2.892561983
15514,STOX1,219736,16,726,2.203856749
15515,STOX2,56977,35,717,4.881450488
15516,STRA13,201254,1,717,0.139470014
15517,STRA6,64220,12,726,1.652892562
15518,STRA8,346673,9,717,1.255230126
15519,STRADA,92335,12,726,1.652892562
15520,STRADB,55437,6,726,0.826446281
15521,STRAP,11171,7,726,0.964187328
15522,STRBP,55342,20,743,2.69179004
15523,STRC,161497,11,717,1.534170153
15524,STRN,6801,17,726,2.341597796
15525,STRN3,29966,16,726,2.203856749
15526,STRN4,29888,15,726,2.066115702
15527,STS,412,20,726,2.754820937
15528,STT3A,3703,9,726,1.239669421
15529,STT3B,201595,9,726,1.239669421
15530,STUB1,10273,10,726,1.377410468
15531,STX10,8677,2,726,0.275482094
15532,STX11,8676,19,726,2.61707989
15533,STX12,23673,6,743,0.807537012
15534,STX16,8675,6,717,0.836820084
15535,STX17,55014,2,743,0.269179004
15536,STX18,53407,6,726,0.826446281
15537,STX19,415117,9,726,1.239669421
15538,STX1A,6804,3,726,0.41322314
15539,STX1B,112755,4,726,0.550964187
15540,STX2,2054,12,717,1.673640167
15541,STX3,6809,4,726,0.550964187
15542,STX4,6810,13,726,1.790633609
15543,STX5,6811,16,743,2.153432032
15544,STX6,10228,7,726,0.964187328
15545,STX7,8417,3,726,0.41322314
15546,STX8,9482,5,726,0.688705234
15547,STXBP1,6812,9,717,1.255230126
15548,STXBP2,6813,16,726,2.203856749
15549,STXBP3,6814,12,726,1.652892562
15550,STXBP4,252983,9,726,1.239669421
15551,STXBP5,134957,21,717,2.928870293
15552,STXBP5L,9515,30,717,4.184100418
15553,STXBP6,29091,3,726,0.41322314
15554,STYK1,55359,10,726,1.377410468
15555,STYX,6815,10,726,1.377410468
15556,STYXL1,51657,9,726,1.239669421
15557,SUB1,10923,2,726,0.275482094
15558,SUCLA2,8803,10,726,1.377410468
15559,SUCLG1,8802,6,726,0.826446281
15560,SUCLG2,8801,12,717,1.673640167
15561,SUCNR1,56670,5,726,0.688705234
15562,SUDS3,64426,8,717,1.115760112
15563,SUFU,51684,8,726,1.101928375
15564,SUGP1,57794,16,726,2.203856749
15565,SUGP2,10147,31,726,4.269972452
15566,SUGT1,10910,3,717,0.418410042
15567,SUGT1P3,283507,2,717,0.278940028
15568,SULF1,23213,40,726,5.509641873
15569,SULF2,55959,22,743,2.960969044
15570,SULT1A1,6817,8,726,1.101928375
15571,SULT1A2,6799,8,726,1.101928375
15572,SULT1B1,27284,8,726,1.101928375
15573,SULT1C2,6819,8,717,1.115760112
15574,SULT1C3,442038,8,726,1.101928375
15575,SULT1C4,27233,4,717,0.557880056
15576,SULT1E1,6783,6,726,0.826446281
15577,SULT2A1,6822,3,726,0.41322314
15578,SULT2B1,6820,9,717,1.255230126
15579,SULT4A1,25830,11,726,1.515151515
15580,SULT6B1,391365,16,726,2.203856749
15581,SUMF1,285362,5,726,0.688705234
15582,SUMF2,25870,9,726,1.239669421
15583,SUMO1,7341,1,717,0.139470014
15584,SUMO3,6612,3,726,0.41322314
15585,SUMO4,387082,2,726,0.275482094
15586,SUN1,23353,21,717,2.928870293
15587,SUN2,25777,22,743,2.960969044
15588,SUN3,256979,10,726,1.377410468
15589,SUN5,140732,13,726,1.790633609
15590,SUOX,6821,14,726,1.928374656
15591,SUPT16H,11198,30,726,4.132231405
15592,SUPT3H,8464,10,717,1.394700139
15593,SUPT4H1,6827,5,726,0.688705234
15594,SUPT5H,6829,30,726,4.132231405
15595,SUPT6H,6830,34,726,4.683195592
15596,SUPT7L,9913,6,726,0.826446281
15597,SUPV3L1,6832,10,726,1.377410468
15598,SURF1,6834,4,743,0.538358008
15599,SURF2,6835,3,726,0.41322314
15600,SURF4,6836,9,726,1.239669421
15601,SURF5,6837,3,717,0.418410042
15602,SURF6,6838,12,726,1.652892562
15603,SUSD1,64420,12,726,1.652892562
15604,SUSD2,56241,27,726,3.719008264
15605,SUSD3,203328,7,743,0.942126514
15606,SUSD4,55061,17,717,2.370990237
15607,SUSD5,26032,16,717,2.231520223
15608,SUV39H1,6839,15,726,2.066115702
15609,SUV39H2,79723,8,717,1.115760112
15610,SUV420H1,51111,27,726,3.719008264
15611,SUV420H2,84787,21,726,2.892561983
15612,SUZ12,23512,12,726,1.652892562
15613,SUZ12P,440423,1,717,0.139470014
15614,SV2A,9900,31,726,4.269972452
15615,SV2B,9899,18,726,2.479338843
15616,SV2C,22987,23,726,3.168044077
15617,SVEP1,79987,64,717,8.926080893
15618,SVIL,6840,66,726,9.090909091
15619,SVIP,258010,2,717,0.278940028
15620,SVOPL,136306,17,717,2.370990237
15621,SWAP70,23075,11,726,1.515151515
15622,SWT1,54823,15,726,2.066115702
15623,SYAP1,94056,10,726,1.377410468
15624,SYBU,55638,12,726,1.652892562
15625,SYCE1,93426,9,717,1.255230126
15626,SYCE1L,100130958,6,717,0.836820084
15627,SYCE2,256126,5,717,0.69735007
15628,SYCE3,644186,1,717,0.139470014
15629,SYCN,342898,5,717,0.69735007
15630,SYCP1,6847,47,726,6.473829201
15631,SYCP2,10388,52,726,7.162534435
15632,SYCP2L,221711,27,717,3.765690377
15633,SYCP3,50511,15,726,2.066115702
15634,SYDE1,85360,23,726,3.168044077
15635,SYDE2,84144,15,717,2.092050209
15636,SYF2,25949,4,726,0.550964187
15637,SYK,6850,15,717,2.092050209
15638,SYMPK,8189,28,726,3.856749311
15639,SYN1,6853,18,717,2.510460251
15640,SYN2,6854,4,717,0.557880056
15641,SYN3,8224,20,726,2.754820937
15642,SYNC,81493,6,717,0.836820084
15643,SYNCRIP,10492,17,726,2.341597796
15644,SYNDIG1,79953,16,726,2.203856749
15645,SYNDIG1L,646658,3,717,0.418410042
15646,SYNE1,23345,194,717,27.05718271
15647,SYNE2,23224,86,743,11.57469717
15648,SYNGAP1,8831,32,726,4.407713499
15649,SYNGR1,9145,2,717,0.278940028
15650,SYNGR2,9144,3,726,0.41322314
15651,SYNGR3,9143,5,726,0.688705234
15652,SYNGR4,23546,6,726,0.826446281
15653,SYNJ1,8867,19,726,2.61707989
15654,SYNJ2,8871,48,726,6.611570248
15655,SYNJ2BP,55333,4,726,0.550964187
15656,SYNM,23336,38,717,5.29986053
15657,SYNPO,11346,18,743,2.422611036
15658,SYNPO2,171024,32,717,4.463040446
15659,SYNPO2L,79933,33,717,4.60251046
15660,SYNPR,132204,4,717,0.557880056
15661,SYP,6855,4,717,0.557880056
15662,SYPL1,6856,4,726,0.550964187
15663,SYPL2,284612,12,726,1.652892562
15664,SYS1,90196,5,717,0.69735007
15665,SYT1,6857,12,726,1.652892562
15666,SYT10,341359,15,726,2.066115702
15667,SYT11,23208,10,726,1.377410468
15668,SYT12,91683,20,726,2.754820937
15669,SYT13,57586,8,726,1.101928375
15670,SYT14,255928,14,726,1.928374656
15671,SYT15,83849,17,726,2.341597796
15672,SYT16,83851,20,717,2.789400279
15673,SYT17,51760,18,717,2.510460251
15674,SYT2,127833,11,726,1.515151515
15675,SYT3,84258,27,743,3.633916555
15676,SYT4,6860,16,717,2.231520223
15677,SYT5,6861,16,726,2.203856749
15678,SYT6,148281,8,717,1.115760112
15679,SYT7,9066,9,726,1.239669421
15680,SYT8,90019,11,726,1.515151515
15681,SYT9,143425,22,743,2.960969044
15682,SYTL1,84958,14,726,1.928374656
15683,SYTL2,54843,24,743,3.230148048
15684,SYTL3,94120,10,726,1.377410468
15685,SYTL4,94121,7,726,0.964187328
15686,SYTL5,94122,11,717,1.534170153
15687,SYVN1,84447,17,726,2.341597796
15688,SZT2,23334,52,717,7.252440725
15689,T,6862,20,726,2.754820937
15690,T183B_HUMAN,653659,4,717,0.557880056
15691,TAAR1,134864,6,726,0.826446281
15692,TAAR2,9287,5,726,0.688705234
15693,TAAR5,9038,11,726,1.515151515
15694,TAAR6,319100,12,726,1.652892562
15695,TAAR8,83551,10,726,1.377410468
15696,TAB1,10454,13,726,1.790633609
15697,TAB2,23118,13,726,1.790633609
15698,TAB3,257397,15,726,2.066115702
15699,TAC1,6863,2,726,0.275482094
15700,TAC3,6866,3,726,0.41322314
15701,TAC4,255061,2,743,0.269179004
15702,TACC1,6867,15,726,2.066115702
15703,TACC2,10579,42,743,5.652759085
15704,TACC3,10460,27,726,3.719008264
15705,TACO1,51204,5,717,0.69735007
15706,TACR1,6869,16,726,2.203856749
15707,TACR2,6865,14,726,1.928374656
15708,TACR3,6870,25,726,3.443526171
15709,TACSTD2,4070,5,726,0.688705234
15710,TADA1,117143,6,726,0.826446281
15711,TADA2A,6871,3,717,0.418410042
15712,TADA2B,93624,10,717,1.394700139
15713,TADA3,10474,13,726,1.790633609
15714,TAF1,6872,32,717,4.463040446
15715,TAF10,6881,4,726,0.550964187
15716,TAF11,6882,8,726,1.101928375
15717,TAF12,6883,3,726,0.41322314
15718,TAF13,6884,3,717,0.418410042
15719,TAF1A,9015,10,726,1.377410468
15720,TAF1B,9014,22,726,3.03030303
15721,TAF1C,9013,39,726,5.371900826
15722,TAF1D,79101,9,726,1.239669421
15723,TAF1L,138474,67,726,9.228650138
15724,TAF2,6873,22,743,2.960969044
15725,TAF3,83860,28,717,3.905160391
15726,TAF4,6874,28,726,3.856749311
15727,TAF4B,6875,15,717,2.092050209
15728,TAF5,6877,12,726,1.652892562
15729,TAF5L,27097,13,717,1.813110181
15730,TAF6,6878,15,726,2.066115702
15731,TAF6L,10629,18,726,2.479338843
15732,TAF7,6879,11,726,1.515151515
15733,TAF7L,54457,23,726,3.168044077
15734,TAF8,129685,7,726,0.964187328
15735,TAF9,102157402,7,726,0.964187328
15736,TAF9B,51616,3,717,0.418410042
15737,TAGAP,117289,17,726,2.341597796
15738,TAGLN,6876,4,726,0.550964187
15739,TAGLN2,8407,3,726,0.41322314
15740,TAGLN3,29114,5,717,0.69735007
15741,TAL1,6886,8,717,1.115760112
15742,TAL2,6887,5,717,0.69735007
15743,TALDO1,6888,11,726,1.515151515
15744,TANC1,85461,37,726,5.096418733
15745,TANC2,26115,42,717,5.857740586
15746,TANGO2,128989,6,717,0.836820084
15747,TANK,10010,10,726,1.377410468
15748,TAOK1,57551,15,717,2.092050209
15749,TAOK2,9344,33,717,4.60251046
15750,TAOK3,51347,21,717,2.928870293
15751,TAP1,6890,14,726,1.928374656
15752,TAP2,6891,13,717,1.813110181
15753,TAPBP,6892,12,726,1.652892562
15754,TAPBPL,55080,2,726,0.275482094
15755,TAPT1,202018,8,726,1.101928375
15756,TARBP1,6894,18,726,2.479338843
15757,TARBP2,6895,19,726,2.61707989
15758,TARDBP,23435,5,726,0.688705234
15759,TARM1,441864,8,717,1.115760112
15760,TARS,6897,15,726,2.066115702
15761,TARS2,80222,16,726,2.203856749
15762,TARSL2,123283,17,726,2.341597796
15763,TAS1R1,80835,17,726,2.341597796
15764,TAS1R2,80834,35,726,4.820936639
15765,TAS1R3,83756,15,717,2.092050209
15766,TAS2R1,50834,4,726,0.550964187
15767,TAS2R10,50839,10,726,1.377410468
15768,TAS2R13,50838,6,743,0.807537012
15769,TAS2R14,50840,3,726,0.41322314
15770,TAS2R16,50833,6,726,0.826446281
15771,TAS2R19,259294,2,726,0.275482094
15772,TAS2R20,259295,6,726,0.826446281
15773,TAS2R3,50831,4,726,0.550964187
15774,TAS2R30,259293,8,717,1.115760112
15775,TAS2R31,259290,5,717,0.69735007
15776,TAS2R38,5726,3,726,0.41322314
15777,TAS2R39,259285,7,717,0.976290098
15778,TAS2R4,50832,8,726,1.101928375
15779,TAS2R40,259286,4,717,0.557880056
15780,TAS2R41,259287,2,726,0.275482094
15781,TAS2R42,353164,9,717,1.255230126
15782,TAS2R43,259289,3,717,0.418410042
15783,TAS2R46,259292,5,717,0.69735007
15784,TAS2R5,54429,2,726,0.275482094
15785,TAS2R50,259296,18,726,2.479338843
15786,TAS2R60,338398,4,726,0.550964187
15787,TAS2R7,50837,7,726,0.964187328
15788,TAS2R8,50836,4,726,0.550964187
15789,TAS2R9,50835,5,726,0.688705234
15790,TASP1,55617,12,726,1.652892562
15791,TAT,6898,14,726,1.928374656
15792,TATDN1,83940,3,726,0.41322314
15793,TATDN2,9797,14,726,1.928374656
15794,TATDN3,128387,5,717,0.69735007
15795,TAX1BP1,8887,15,743,2.01884253
15796,TAX1BP3,30851,2,726,0.275482094
15797,TAZ,6901,7,717,0.976290098
15798,TBC1D1,23216,25,726,3.443526171
15799,TBC1D10A,83874,21,726,2.892561983
15800,TBC1D10B,26000,18,717,2.510460251
15801,TBC1D10C,374403,26,726,3.581267218
15802,TBC1D12,23232,16,717,2.231520223
15803,TBC1D13,54662,8,726,1.101928375
15804,TBC1D14,57533,17,726,2.341597796
15805,TBC1D15,64786,13,726,1.790633609
15806,TBC1D16,125058,25,726,3.443526171
15807,TBC1D17,79735,16,726,2.203856749
15808,TBC1D19,55296,10,743,1.34589502
15809,TBC1D2,55357,20,726,2.754820937
15810,TBC1D20,128637,8,726,1.101928375
15811,TBC1D21,161514,3,726,0.41322314
15812,TBC1D22A,25771,18,726,2.479338843
15813,TBC1D22B,55633,15,726,2.066115702
15814,TBC1D23,55773,27,717,3.765690377
15815,TBC1D24,57465,15,726,2.066115702
15816,TBC1D25,4943,29,717,4.044630404
15817,TBC1D26,353149,4,726,0.550964187
15818,TBC1D28,254272,3,726,0.41322314
15819,TBC1D29,26083,1,717,0.139470014
15820,TBC1D2B,23102,20,743,2.69179004
15821,TBC1D30,23329,1,717,0.139470014
15822,TBC1D3P2,440452,4,717,0.557880056
15823,TBC1D4,9882,31,726,4.269972452
15824,TBC1D5,9779,24,726,3.305785124
15825,TBC1D7,51256,4,726,0.550964187
15826,TBC1D8,11138,25,717,3.486750349
15827,TBC1D8B,54885,18,726,2.479338843
15828,TBC1D9,23158,31,717,4.323570432
15829,TBC1D9B,23061,32,717,4.463040446
15830,TBCA,6902,2,726,0.275482094
15831,TBCB,1155,5,726,0.688705234
15832,TBCC,6903,9,726,1.239669421
15833,TBCCD1,55171,16,743,2.153432032
15834,TBCD,6904,22,717,3.068340307
15835,TBCE,6905,10,726,1.377410468
15836,TBCEL,219899,4,726,0.550964187
15837,TBCK,93627,19,726,2.61707989
15838,TBK1,29110,18,717,2.510460251
15839,TBKBP1,9755,6,717,0.836820084
15840,TBL1X,6907,24,717,3.347280335
15841,TBL1XR1,79718,18,726,2.479338843
15842,TBL1Y,90665,4,717,0.557880056
15843,TBL2,26608,9,726,1.239669421
15844,TBL3,10607,14,726,1.928374656
15845,TBP,6908,8,726,1.101928375
15846,TBPL1,9519,2,726,0.275482094
15847,TBPL2,387332,6,726,0.826446281
15848,TBR1,10716,18,726,2.479338843
15849,TBRG1,84897,4,717,0.557880056
15850,TBRG4,9238,14,726,1.928374656
15851,TBX1,6899,16,717,2.231520223
15852,TBX10,347853,11,726,1.515151515
15853,TBX15,6913,19,717,2.649930265
15854,TBX18,9096,20,717,2.789400279
15855,TBX19,9095,17,726,2.341597796
15856,TBX2,6909,16,726,2.203856749
15857,TBX20,57057,16,717,2.231520223
15858,TBX21,30009,16,726,2.203856749
15859,TBX22,50945,16,743,2.153432032
15860,TBX3,6926,29,726,3.994490358
15861,TBX4,9496,16,726,2.203856749
15862,TBX5,6910,32,726,4.407713499
15863,TBX6,6911,11,726,1.515151515
15864,TBXA2R,6915,13,717,1.813110181
15865,TBXAS1,6916,13,717,1.813110181
15866,TC2N,123036,7,717,0.976290098
15867,TCAP,8557,2,726,0.275482094
15868,TCEA1,6917,9,717,1.255230126
15869,TCEA2,6919,11,726,1.515151515
15870,TCEA3,6920,8,717,1.115760112
15871,TCEAL1,9338,1,726,0.137741047
15872,TCEAL2,140597,4,726,0.550964187
15873,TCEAL3,85012,3,726,0.41322314
15874,TCEAL4,79921,12,726,1.652892562
15875,TCEAL5,340543,11,743,1.480484522
15876,TCEAL6,158931,6,726,0.826446281
15877,TCEAL7,56849,1,726,0.137741047
15878,TCEAL8,90843,3,726,0.41322314
15879,TCEANC,170082,6,717,0.836820084
15880,TCEANC2,127428,4,726,0.550964187
15881,TCEB1,6921,2,726,0.275482094
15882,TCEB2,6923,1,726,0.137741047
15883,TCEB3,6924,23,726,3.168044077
15884,TCEB3B,51224,36,743,4.845222073
15885,TCEB3C,162699,9,717,1.255230126
15886,TCEB3CL2,100506888,2,717,0.278940028
15887,TCERG1,10915,51,726,7.024793388
15888,TCERG1L,256536,32,743,4.306864065
15889,TCF12,6938,26,717,3.626220363
15890,TCF15,6939,7,726,0.964187328
15891,TCF19,6941,7,726,0.964187328
15892,TCF20,6942,45,726,6.198347107
15893,TCF21,6943,14,726,1.928374656
15894,TCF23,150921,5,726,0.688705234
15895,TCF25,22980,26,726,3.581267218
15896,TCF3,6929,22,743,2.960969044
15897,TCF4,6925,18,717,2.510460251
15898,TCF7,6932,20,717,2.789400279
15899,TCF7L1,83439,19,743,2.557200538
15900,TCF7L2,6934,83,717,11.57601116
15901,TCFL5,10732,11,743,1.480484522
15902,TCHH,7062,75,717,10.46025105
15903,TCHHL1,126637,15,726,2.066115702
15904,TCHP,84260,14,726,1.928374656
15905,TCIRG1,10312,11,726,1.515151515
15906,TCL1A,8115,6,726,0.826446281
15907,TCL1B,9623,6,726,0.826446281
15908,TCL6,27004,3,726,0.41322314
15909,TCN1,6947,7,726,0.964187328
15910,TCN2,6948,14,726,1.928374656
15911,TCOF1,6949,23,743,3.095558546
15912,TCP1,6950,16,743,2.153432032
15913,TCP10,6953,4,743,0.538358008
15914,TCP10L,140290,9,726,1.239669421
15915,TCP10L2,401285,4,717,0.557880056
15916,TCP11,6954,15,717,2.092050209
15917,TCP11L1,55346,9,726,1.239669421
15918,TCP11L2,255394,7,726,0.964187328
15919,TCTA,6988,4,726,0.550964187
15920,TCTE1,202500,17,726,2.341597796
15921,TCTE3,6991,3,726,0.41322314
15922,TCTEX1D1,200132,3,726,0.41322314
15923,TCTEX1D2,255758,3,743,0.403768506
15924,TCTEX1D4,343521,9,726,1.239669421
15925,TCTN1,79600,13,726,1.790633609
15926,TCTN2,79867,12,726,1.652892562
15927,TCTN3,26123,15,717,2.092050209
15928,TDG,6996,14,726,1.928374656
15929,TDGF1,6997,6,726,0.826446281
15930,TDO2,6999,20,726,2.754820937
15931,TDP1,55775,14,726,1.928374656
15932,TDP2,51567,6,726,0.826446281
15933,TDRD1,56165,20,726,2.754820937
15934,TDRD10,126668,10,726,1.377410468
15935,TDRD12,91646,6,717,0.836820084
15936,TDRD3,81550,14,726,1.928374656
15937,TDRD5,163589,22,726,3.03030303
15938,TDRD6,221400,36,743,4.845222073
15939,TDRD7,23424,15,726,2.066115702
15940,TDRD9,122402,16,717,2.231520223
15941,TDRKH,11022,13,726,1.790633609
15942,TEAD1,7003,10,726,1.377410468
15943,TEAD2,8463,42,726,5.785123967
15944,TEAD3,7005,15,717,2.092050209
15945,TEAD4,7004,11,726,1.515151515
15946,TEC,7006,20,726,2.754820937
15947,TECPR1,25851,29,726,3.994490358
15948,TECPR2,9895,34,726,4.683195592
15949,TECR,9524,14,726,1.928374656
15950,TECRL,253017,20,726,2.754820937
15951,TECTA,7007,85,746,11.39410188
15952,TECTB,6975,12,726,1.652892562
15953,TEF,7008,5,726,0.688705234
15954,TEK,7010,22,717,3.068340307
15955,TEKT1,83659,10,726,1.377410468
15956,TEKT2,27285,12,726,1.652892562
15957,TEKT3,64518,16,726,2.203856749
15958,TEKT4,150483,15,743,2.01884253
15959,TEKT5,146279,20,726,2.754820937
15960,TELO2,9894,24,726,3.305785124
15961,TEN1,100134934,3,717,0.418410042
15962,TENC1,23371,26,726,3.581267218
15963,TEP1,7011,51,726,7.024793388
15964,TEPP,374739,11,726,1.515151515
15965,TERF1,7013,11,717,1.534170153
15966,TERF2,7014,9,726,1.239669421
15967,TERF2IP,54386,5,726,0.688705234
15968,TERT,7015,22,725,3.034482759
15969,TES,26136,11,717,1.534170153
15970,TESC,54997,5,717,0.69735007
15971,TESK1,7016,13,743,1.749663526
15972,TESK2,10420,14,743,1.884253028
15973,TET1,80312,43,717,5.9972106
15974,TET2,54790,30,726,4.132231405
15975,TET3,200424,39,717,5.439330544
15976,TEX10,54881,29,726,3.994490358
15977,TEX101,83639,4,726,0.550964187
15978,TEX11,56159,27,743,3.633916555
15979,TEX12,56158,4,726,0.550964187
15980,TEX13B,56156,9,726,1.239669421
15981,TEX14,56155,30,717,4.184100418
15982,TEX15,56154,55,726,7.575757576
15983,TEX19,400629,4,726,0.550964187
15984,TEX2,55852,19,726,2.61707989
15985,TEX261,113419,2,726,0.275482094
15986,TEX264,51368,9,726,1.239669421
15987,TEX30,93081,3,717,0.418410042
15988,TEX33,339669,9,717,1.255230126
15989,TEX9,374618,7,726,0.964187328
15990,TF,7018,20,726,2.754820937
15991,TFAM,7019,10,726,1.377410468
15992,TFAP2A,7020,10,726,1.377410468
15993,TFAP2B,7021,20,726,2.754820937
15994,TFAP2C,7022,15,726,2.066115702
15995,TFAP2D,83741,31,743,4.172274563
15996,TFAP2E,339488,10,726,1.377410468
15997,TFAP4,7023,6,726,0.826446281
15998,TFB1M,51106,10,726,1.377410468
15999,TFB2M,64216,14,726,1.928374656
16000,TFCP2,7024,16,726,2.203856749
16001,TFCP2L1,29842,11,726,1.515151515
16002,TFDP1,7027,12,726,1.652892562
16003,TFDP2,7029,10,717,1.394700139
16004,TFDP3,51270,9,717,1.255230126
16005,TFE3,7030,27,717,3.765690377
16006,TFEB,7942,10,726,1.377410468
16007,TFEC,22797,18,743,2.422611036
16008,TFF1,7031,1,726,0.137741047
16009,TFF2,7032,5,726,0.688705234
16010,TFF3,7033,1,726,0.137741047
16011,TFG,10342,9,717,1.255230126
16012,TFIP11,24144,23,726,3.168044077
16013,TFPI,7035,13,726,1.790633609
16014,TFPI2,7980,15,726,2.066115702
16015,TFPT,29844,7,726,0.964187328
16016,TFR2,7036,23,726,3.168044077
16017,TFRC,7037,14,726,1.928374656
16018,TG,7038,72,743,9.690444145
16019,TGDS,23483,5,726,0.688705234
16020,TGFA,7039,4,726,0.550964187
16021,TGFB1,7040,11,726,1.515151515
16022,TGFB1I1,7041,15,717,2.092050209
16023,TGFB2,7042,19,717,2.649930265
16024,TGFB3,7043,11,726,1.515151515
16025,TGFBI,7045,20,717,2.789400279
16026,TGFBR1,7046,12,726,1.652892562
16027,TGFBR2,7048,46,743,6.191117093
16028,TGFBR3,7049,18,726,2.479338843
16029,TGFBRAP1,9392,23,726,3.168044077
16030,TGIF1,7050,39,726,5.371900826
16031,TGIF2,60436,9,726,1.239669421
16032,TGIF2LX,90316,12,726,1.652892562
16033,TGIF2LY,90655,4,717,0.557880056
16034,TGM1,7051,19,726,2.61707989
16035,TGM2,7052,22,743,2.960969044
16036,TGM3,7053,27,743,3.633916555
16037,TGM4,7047,16,726,2.203856749
16038,TGM5,9333,21,726,2.892561983
16039,TGM6,343641,31,726,4.269972452
16040,TGM7,116179,19,726,2.61707989
16041,TGOLN2,10618,11,717,1.534170153
16042,TGS1,96764,12,726,1.652892562
16043,TH,7054,11,726,1.515151515
16044,TH1L,51497,14,726,1.928374656
16045,THADA,63892,19,726,2.61707989
16046,THAP1,55145,4,726,0.550964187
16047,THAP10,56906,2,726,0.275482094
16048,THAP11,57215,8,726,1.101928375
16049,THAP2,83591,4,726,0.550964187
16050,THAP3,90326,7,717,0.976290098
16051,THAP4,51078,10,717,1.394700139
16052,THAP5,168451,16,717,2.231520223
16053,THAP6,152815,2,726,0.275482094
16054,THAP7,80764,2,726,0.275482094
16055,THAP8,199745,2,726,0.275482094
16056,THAP9,79725,14,743,1.884253028
16057,THBD,7056,24,726,3.305785124
16058,THBS1,7057,29,726,3.994490358
16059,THBS2,7058,53,726,7.300275482
16060,THBS3,7059,30,746,4.021447721
16061,THBS4,7060,20,726,2.754820937
16062,THEG,51298,8,726,1.101928375
16063,THEM4,117145,5,726,0.688705234
16064,THEM5,284486,13,726,1.790633609
16065,THEMIS,387357,17,726,2.341597796
16066,THG1L,54974,8,726,1.101928375
16067,THNSL1,79896,14,726,1.928374656
16068,THNSL2,55258,6,726,0.826446281
16069,THOC1,9984,21,726,2.892561983
16070,THOC2,57187,29,717,4.044630404
16071,THOC3,84321,2,717,0.278940028
16072,THOC4,10189,2,726,0.275482094
16073,THOC5,8563,17,743,2.288021534
16074,THOC6,79228,7,726,0.964187328
16075,THOC7,80145,4,726,0.550964187
16076,THOP1,7064,21,726,2.892561983
16077,THPO,7066,12,726,1.652892562
